iid,source,ems,score,target
3DTJ4WT8BDFOLXC8JOC78F8JRRXEZJ,"<p>So.. Hi everyone. I&#39;m 18 (male) and as the title says I&#39;ve been depressed for over 3 years. Yeah, The high school is psychologically hard.&#160;</p><p>I&#39;m not being bullied.</p><p></p><p>Never had a girlfriend or a near person with whom to speak to.&#160;</p><p>I do have friends, if we can call them this way..</p><p>I sometimes hang out with them, when my parents give me money, just to get drunk.</p><p></p><p>I usually feel a complete failure and especially useless.</p><p>I often think of suicide, like daily..&#160;</p><p></p><p>These years have thaught me some things, the most important of them is that I do not really like people in general. I can&#39;t stand them and their habits, sometimes neither my parents. I really like to stay alone thinking about me and my future, I&#39;m anxious about my future.</p><p>Maybe I&#39;m a narcissist or maybe not..</p><p></p><p>I thought to book a visit with the school&#160;psychologist, many times, but I never actually went to ask for one.</p><p></p><p>I don&#39;t consider myself as &quot;ugly&quot; or a &quot;weirdo&quot;.. &#160;I think I&#39;m good looking.</p><p>Girls stop talking when I pass near, don&#39;t know if they like me or not.</p><p>But I don&#39;t really care, I ignore them and keep walking minding my own business.</p><p>Sometimes I think I&#39;m&#160;asexual.</p><p></p><p>The things that make me feel a bit &#39;useful&#39;&#160;are usually marks, just for a moment until I realize That they really don&#39;t say or mean much ..</p><p>I love music, R&amp;B (today&#39;s), metal and some rap.</p><p></p><p>Maybe I went a bit off topic.</p>",9.  FAILURE TO ACHIEVE  (FA),7,True
3W9XHF7WGKVVLLVJ9IYSKMK7QS7TK2,"<p>After passing my 12th std I dropped 1 year for cracking medical entrance exam but failed then I got myself enrolled in bsc , in which I got a backlog in 1 st year and now college authorities are not allowing admission in 3rd year(final year) bsc. My whole family is angry with me ,I am turning 21 next month and I don&#39;t have any skills,degree or job.I feel lost.</p><p>I am not even able to sleep ,  and it feels like ending my life is the only option left for me.I am the black sheep of my family, I feel lonely , hopeless n of zero worth for me and the people around me.</p><p>Help me please.</p>",9.  FAILURE TO ACHIEVE  (FA),7,True
34HEO7RUG6UCTT95T2G8QTGTXVGRA8,"I can't remember the last time I had a really good day, where I wasn't caught up in my thoughts! I'm struggling with work daily, constantly worried I'm not good enough and I'll be caught out for doing something wrong. I want to leave and start a fresh but can't, I feel so trapped. I don't even know what other job to do if I did leave, I just feel I'm rubbish and stupid at everything!!   I feels so disconnected from life and constantly compare myself to others is this linked with depersonalisation.   I just want to feel normal again!!!",9.  FAILURE TO ACHIEVE  (FA),6,True
3BJKPTD2QCCH8P8EZ27PLY6LLK1TRV,"Hello, I am 22 yrs and feel down since few months.   I am just realising that me and my life are just pure failure.   I have fell at everything I have done, never were able to finish things or just gave up. At that age I should already be almost done with studies, but no, got a job here and there, tried to learn at the same time, but it appears that my trend is failure.   Life hasn t be great, was 9 years in a foster family, where I was constantly under supervision. Then I was send back to my alcoholic parents who were living in another country. I was never able to integrate myself there. I was weak and naive, my so called ""friends"" droped me.   This is where failures started to be normal. I am questioning myself these days, I believe I have a problem, depression or mild retardation.   I was diagnosed with dyslexia once, but I truely believe the probleme is deeper than that. I can t concentrate, can t learn, it takes me forever to do things, such as writing this. I can t build construtive thoughs. My theory is that I got brain injuries as a child. Due to anxiety I started to headbanging around 3 year of age, and still do it sometimes.   I don t have any good friends and no girlfriend. I have no interest in anything, I am laying in bed and procrastinate on my laptop. I have no passion. I have tried to get out and socialize but have hard time, as cold I am. I can t hold a conversation with anyone, I feel retarted....,,   Everything I do has to be analysed. Than when I try to read I can t understand anything, can t condense information or relate it. Can t think logically and rationally. I am extremely slow in processing.   At the end I feel completely neutral, I feel like a debri that ramdomly travels over the sea. I Just let things happen.   What s wrong with me?",9.  FAILURE TO ACHIEVE  (FA),7,True
3PA41K45VN49YEVS970ZB7EOV5MP7N,"I've never accomplished anything, in my entire life. didnt finish high school, couldnt finish Basic Training, every relationship i have ever had has ended with me miserable (not normal miseable either. of the six relationships i  have had in the last 5 years, 3 of them ended becuase she got 'bored with the game'.      ​My new puppy is at the vets, with severe head trauma from being attacked another dog, another of my dogs was also attacked and will most likely not survive the weekend. My other two dogs, one is 13, the other is 8 and has liver cancer.      ​My parents and siblings blame me for having schizophrenia, becuase they think its caused by drug abuse. The best job i  ever had was scrubbing toilets at  a retail center. I'm losing my house becuase my SSDI cut in half without any explanation.  I can't find work becuase everyone in my area knows who i am and about my Schizophrenia becuase of my big mouthed little brother.      ​I'm 26 fricken years old, and ive done absolutely nothing with life. I fail at everything i set out to do, i cant even walk a dog without screwing it up somehow.      ​So what point is there in continuing on? I've got nothing important in my life. Nothing. No diplomas, no kids, not even a friend. I spend my days sitting at home, becuase even though i have 'friends' they only seem to remember i exist when they need money.      ​I've talked to others about my depression for months now and theyjust keep telling me to get over it. Even my shrink says im just exxaggerating, that its not as bads i say it is.      ​Wouldnt that be a message and a half to leave my brains painted on the window of the mental crisis center that has ignored me for the last 4 months?",9.  FAILURE TO ACHIEVE  (FA),8,True
307FVKVSYRFN9L99BN8B893T49Q74E,<p>Woke up feeling really depressed. I&#39;ve been feeling good for a while with the help of medication. I can&#39;t work out what&#39;s changed all of a sudden. </p><p>I&#39;ve now turn my phone off so no one can phone me and I feel anxious about going to work today.</p><p>Need help before I fall to deep.</p><p>I&#39;m scared I&#39;m not going to recover this time.</p>,6.  DEPENDENCE / INCOMPETENCE (DI),3,False
338431Z1FLF1VX363LLQRO0YMCKOR4,"I don’t know where to start, to the outside world I have a great life, a new fiancé, building a house and a successful career all at the ripe age of 28. On the inside I am struggling every single day, struggling to put one foot in front of the other and finding less and less reasons to carry on.  I want help but I’m afraid. I’m afraid I’m not ready to talk about the trauma I suffered as a child. I was abused from the age of 7 to around the time I started high school by someone so close to me that should have protected me. I’ve blocked that part of my life out so much throughout the years that I’ve been able to manage to live a ‘normal’ life. This secret closes in on me at times and sometimes I cannot pick myself up. To make things worse I have to endure seeing this person at all family events and pretend like this never happened to me. It’s devastating how alone I can feel.  I’ve always felt like it was my responsibility to keep this secret to protect this person. I don’t want to ruin family relationships over this. It’s only the last couple of years I’ve started a path of internal destruction. I’ve hurt people I love, I’ve betrayed people I’ve kept secrets  I’m feeling lost and I want to take the pain away, I feel like I don’t deserve love and all I do is hurt people I love.",6.  DEPENDENCE / INCOMPETENCE (DI),3,False
3J9L0X0VDFM3W6GM0QCEHXDQJSD9WE,"I am new to here, I suffer bad from sad, I had a break down in 2010 and was put on citalapram 20 mg continued until March this year when I slowly came off them under my doctors guidance, now October, I am irritable tired dreading the dark nights from this weekend when the clocks go back, had a holiday last week on the Isle of Wight, my mood was at an all time low, just couldn't be bothered, was in my own little world, I am going to see my doctor next week has I think I require my tablets again, I was great in the summer without them, but I can't cope, light therapy doesn't suit me I tried it.",6.  DEPENDENCE / INCOMPETENCE (DI),3,False
3IQ9O0AYW6Z4FQ5V9FDG765UYOITIR,"Hey! I just started using an app to aid in my recovery and I just wanted to share it with you guys because it's been insanely helpful. I haven't really had clinical help and dealing with this on m own has been awful. This app was great for me so I wanted to make sure you all get to hear about it too <3  It's called ""Recovery Record"" it's definitely on iPhone and Andriod, idk about any other phones. The best of health to you all!  XOXO, Alex",6.  DEPENDENCE / INCOMPETENCE (DI),3,False
3ZVPAMTJWN3D3KM8F28IMFRWVQTGR9,"Hi all,      Ive just joined this site, never been on a forum before, so please bear with me..      I dont know where to start, so here is a ittle bit about myself  -   I thought up to two years ago my life was ok, it was a struggle, who's isnt these days, but l was happy, ive never suffered depression (well at least l dont think so, unless you put 'feeling low' now and then in the same category).  I will be 45 this March, l have always tried my best in everything l do whether in work or in my personal life, ive never married or had children (but have raised 9 children from various ages in different relationships) maybe that put me off on having my own lol. my problem started when l was being bullied at work about 3 years ago, during that time l saw 3 different doctors, my problem was that l was suffering from stress and a really bad fuzzy head every morning which could last from 1 - 10 hours, the first GP put me on blood pressure pills and cohlestral tablets, l could understand if l was overweight and suffering from high blood pressure. anyway l took them for 2 weeks which spoilt a good holiday at the time because they just sent me dodalli.  The second GP treated me for vertigo, by this time l was now suffering from panic attacks, which was completley new to me and very scarey, but l was not going to give in so l changed GPs again, this time l was given busprine for the attacks and anti-depression tablets, l took these pills for about 3 months, but in that time it did not clear my fuzzy / foggy head and it was affecting my life in every way, l would not even drive in fear of not being alert enough.      I stopped taking the pills about 2 months ago as l wanted to be ""ME""! again, now ive feel that ive gone 3 steps backwards, l just feel that im letting everyone down, l shut myself away as when l do try to speak to my family most of them take the mickey and tell me that l must be suffering from alzheimers disease like my father, which isnt funny as he died last year after developing it very quickly, most of my family and friends dont want to know whats wrong with me, which in a way l can understand, as ive never been one to complain about any of my problems in life, and my family looked upon me from a very young age to sort out their problems, and now l have a problem they dont want to know !     I have moved from my family and friends now to start a new life and l find everyday is getting harder, l cant even hold down a job anymore, the trouble is with me is that l dont go to the doctors or hospitals unless l really need to, apart from the fact l was put off from one of my doctors, saying he was too busy to hear about another problem l had and l would have to make another appointment.      Ive been told maybe im suffering from 'bucket overload', l dont know any more its just taken me over an hour to write this.      maybe someone can help to point me in the right direction, please      Marcus x",6.  DEPENDENCE / INCOMPETENCE (DI),6,True
3R5LWXWHR08X0G8KO1EABXDKW7EGX5,"Hi,  I am 64 years old.  I am divorced since 2009.  I live alone with my cat,  Mitzi who is 12 years old.  I have suffered depression since I was very young.  My childhood was an unhappy one with a father who committed suicide when I was only 3 years old and a mother who didn't know how to love.   School was also hard as I was extremely shy and poor.   Kids picked on me a lot.  High school wasn't much better,  I spent a lot of time alone.  I moved to Queensland when I was 20 years old.  I married and had a son.  The marriage was abusive causing me to fear for my safety.  It took 33 years before I had the courage to leave him.  For years later I was in fear that my Ex would find me.   I am now medically retired from the Police Service after being hospitalised for 3 months.   I had attempted to end my life.  I had ect,  12 treatments which caused me to forget how I had attempted suicide as well as what I did for my job.   Since then I have been admitted into Mental Health Units about 4 times.   Medication I was given caused me to appear as if I had early onset of Dementia but it was proven to be incorrect.  I had tried CBT,  DBT with little success.  I was diagnosed as having severe PTSD after many years of seeing Psychiatrists who treated me for Borderline Personality Disorder,  Major Depression, severe Anxiety and OCD.   I found little help with the numerous Psychologists I have seen because many use only one tool,  CBT.   This tool didn't help after going to Outpatients sessions at New Farm for almost 2 years.  I have found a Clinical Psychologist that is treating my PTSD.  I see her weekly because I cannot cope with life on my own.  I didn't necessarily choose to be alone but my son has abandoned me and my nearest family member is in New South Wales.  The village where I live I am not welcomed because of my age.  There are many who treat me with hurtful comments.  I no longer attend any functions at the village.   They don't know I have Mental Health issues, if they did it would make life at the village worse than it is at present.  I don't have any friends to speak of,  certainly anyone to talk to when the pain from my Fibromyalgia is so bad or I can't sleep for fear I have another nightmare.  I hope my experiences in life can help others who have periods of deep depression. That's my story.",6.  DEPENDENCE / INCOMPETENCE (DI),5,True
3R15W654VDTTDBL9DEGYUHMZVLDLQJ,"<p>Hi all, really looking for some advice and support. Last September I went off my work with anxiety and depression, for a period of 6 months. I believe the true source of it was that my feelings for my girlfriend had began to change, away from romantic notions back to friendships, the way we had started out.</p><p></p><p>?we first got to know each other as friends after my mum passed away in 2013, though we did not progress to a couple until July 2014. Things were great, but then I started to feel my feelings for her had changed, and I have hated myself for that since, as she invested so much love and time and effort in me, especially when I was off work with depression. However, and this is hard to write, I feel that my depression deepened as she tried harder to help me, I didn&#39;t want to admit to myself that my feelings had changed for her as I was too scared to break her heart. I wanted it to be so thing else causing my distress.</p><p></p><p>Anyway, eventually I could not take the pressure any more and broke things off, which has broken her heart. She now wants us to try counselling together to try and resurrect things. To complicate things, we work in the same place, and this is what is really hurting me - she says that she can&#39;t just be friends with me, if we don&#39;t end up back together, she will leave work. I feel unbelievable guilt about this, and just can&#39;t seem to cope.</p><p></p><p>id appreciate any thoughts on how to hop this situation, especially if anyone here has been in a similar positionn.</p><p></p><p>Thanks.</p>",6.  DEPENDENCE / INCOMPETENCE (DI),6,True
30F94FBDNRKUSIRP35LZLJ1H3YYBT0,"I have had anxiety for 17 years but until the end of November last year it was manageable, literally overnight the anxiety worsened massively and became a 24/7 issue.      At first I coped because I had hope that it would get better but now I have no hope of that at all because every techique I use to cope just isn't working anymore.      Since the start of January leaving the house has been incredibly difficult, I used to be able to go out comfortable if my husband was there but now it's utter hell and I've lost all of my freedom.      I cry and cry because I think of all the things we used to do as a family that are all gone, I dread weekends, half term and the warmer weather because I know the kids will be missing out on all of the things we used to do.      My gp increased my diazepam a little 3 weeks ago and i'm worried it's causing me to feel constantly unsteady on my feet and that I will never recover and be able to go out again properly feeling like this, I need to reduce it again really but I'm scared to.      My life is like a circle of despair now, can't sleep properly, wake early, feel scared all the time and often don't know why and I see no hope for the future, it's like the old me is gone and taken my life with it.      My husband is feeling the strain and the kids are in pieces too.      I have a CPN but she has not been very helpful, she was supposed to ring on Thursday to let me know when a consultant can do a home visit but I have heard nothing and just get her voicemail when I call.      I am utterly lost, nothing happened to trigger this at all, it was completely out of nowhere, I feel detached from life, worthless and helpless.      I try so hard to carry on and to do things like go out but it never feels better and I can barely function either, I was a proud person but now I look a mess and go days without showering because I just feel like I can't do it, not because of anxiety anymore either but because I have this feeling I can't even describe, it's as if my mind and body are shutting down and I simply can't function.      Small tasks feel like climbing a mountain and everything feels overwhelming and impossible.      I am having slightly fewer actual panic attacks now but the agoraphobia is not improving and the despair and sadness are getting worse.      I don't know where to turn, even with a supportive husband I feel so alone :(",6.  DEPENDENCE / INCOMPETENCE (DI),6,True
3126F2F5F83U7TA2WFE5HH65HSQEPY,"Im 18 years of age, im male and i live in a very small community roughly 4000 people where i was born and raised. I have grown up in a very disfuntional,loving,hardworking family, my mothers a strong catholic and supports me 100% my Dads hands are ruffer than G60 sand paper hes worked all his life.       My childhood was great, through to highschool. I had heaps of friends growing up we where the popular ones, so i thought! My  problem started at 5th form where i had no real idea on what i wanted to achieve or become in life, i felt extremely  fustrated as everyone seemed to have a plan already.       Anyway managed to stick in school and i managed to sort me a job at the local Supermarket, thru too 7th form, during this time i had been thru 2 vehicles. Doing alot of bad things, drinking, smoking alot of weed 2-3 times a week.      As i graduated high school at the age of 17, my main friends moved out of town which didnt bother me at this time, after a great new years holiday  my Father found me a job at a local plumbing & electricall company where i worked hard and felt i was mistreated alot of times and i was bullied alot of times but never reacted, things where falling apart but i kept my head down and managed to get  an apprenticeship, i had great plans, buying a house owning my own business etc.       My time with this company i was smoking alot of weed after hours as i was feeling sh*t! I was drinking heavily 3 times a week also started going out of town to go clubbing nearly every w.e.   During my time i still managed to buy everything i ever wanted dirtbike/newtruck/all the toys xbox etc still did my paperwork aswell. After being in a bad car crash and having started smoking ciggerretes also i was feeling less and less motivated in my work. I lost my drivers licence and things started going down.      After my boss yelled at me and co-workers laughed at me i walked out! Trust me ive never liked my boss and alot of the co-workers aggreed unfair and abusive at times.   As i lay here i feel so lost i have no guidence on what to do with my life im never happy anymore my mates that i have here are fake and users and just talk!   I feel sick in the head, like everyones talking about me, when im in public all i can think of is people starring and saying things about me. I find it hard to look at people in the eye. I keep telling myself if i can get this peoce of paper in the bin the person likes me if not they don't like what the? My speech is terrible, i mumble and say bugger all! I want to just be happy but i feel suicidal. When i read something i get distracted with little scenarios playing in my head and loose wtf i just read, these scenerios are of me doing something extrodinary and impressing a girl or my mates, family. After everything i learnt at school i feel blank like i learnt nothing. Im always changing my mind constently, i even talk to myself all the time and look at myself in the mirror alot. Im so shy to tell anyone help.",6.  DEPENDENCE / INCOMPETENCE (DI),7,True
37G6BXQPLQLF75BHWSTUHMWFMOCEQP,Hi all      I am new to this site and any advice would be much appreciated.  My 15 year old son is suffering from very low self esteem and has sever social anxiety.  I have taken him to his gp and he prescribed him propranolol 10mg and refered him to see a councillor.   To cut a long story short he attended 5 sessions with the councillor and I had to sit through each one as his anxiety was so bad.  He then refused to go back because he said it was making him even worse.  This has resulted in my health deterioration having to watch him go through this and feeling so helpless that I can't seem to help him feel any better.  He says he thinks there is something mentally wrong with him because he can't mix socially with others and cannot start or hold a conversation with anyone.  I have tried to reassure him that it has a lot to do with his age and this will come in time.  Any advice would be appreciated.   Sorry for the rambling on .,6.  DEPENDENCE / INCOMPETENCE (DI),5,True
3LCXHSGDLT6RKLQUOWIZCMBG4CXESE,<p>Ok so my name is Cris. I’m 21.&#160;</p><p>My life started to fall apart about a year ago. I fell in love with a girl so i went in a foreign country to work to make her happy. My education path ended with graduating highschool so i didnt apply to a college. The idea is that this girl cheated on me while i was away for a better life for us and i came back home. Since then Every job i h[b]&#226;[/b]d made me feel useless and unfulfilled. I have No friends and i am scared to get involved again in a relantionship. I still live with my parents but everyday i see in their eyes that they are Not proud of me. I am curently unemployed and i cant get a job. I cant figure out what i am Good at and i feel absolutely worthless. Everyday i wake up and the day just goes by. I don’t know How to get myself out of this miserable state. If you have Any tips for me it would be perfect. Thank you.&#160;</p>,6.  DEPENDENCE / INCOMPETENCE (DI),6,True
3VMV5CHJZ8FQJZZ0JRDDMUSEJBQTGZ,"Hi everyone ,i'm 23 years old girl i've been battling with depression 3 years now and i was on and off with cipralex and other medication, my improvement was remarkable in the last year,,i was so cheerful and hopeful, realistic and amazingly satisfied with my achievements and overall myself i have reached to the highest levels of confidence that i've been envied a lot about it, i was so in peace with my ""middle eastern"" culture,   so after a whole year of taking the cipralex i ceased it gradually but in that time i was having major changes in my life and i'm not good with any kind of changes, but I stopped taking the medication anyway and now i'm literally in hell ..i am dying and i want to die ,, i'm so confused and i'm so sad, and the life i'm living now is in the extremes , i wake up one day and i'm so so so so excited and happy cheerful and energetic and i swear i become ready to even clean the city's streets, and the next minute second or sometime day i become the most saddest person on earth. i barely go to work and often i don't..i become too angry at the world and i start to talk and talk sometimes i feel like my words are not saying what's on my mind and get angrier, mostly i have such problem solving in this phase like i start to talk about some educational problem and then i start to solve it with over excitement mixed with anger , or sometimes i become so sad and quiet and crying the whole day for no apparent or rational reason except my jealousy of my fiancé's achievements and i feel like i'm stupid and worthless and spoiled and the dilemma of ""you're woman"" in my culture..   and now i feel so self-steamless..i get easily embarrassed for silly things at work , like when my preceptor will correct me ""i'm an intern"" or i do something wrong he's so nice and say it with humor but my face blushes then i get nervous about it then i try my best to hide it which is so embarrassing. i feel now like i'm inferior.. no matter what i don no matter what i say i always suppress myself and i don't know why, i've tried to write down the things i appreciate myself about but it's not helping..i can't concentrate i feel like there is a dark black cloud in my mind preventing me from thinking like literally having difficulty to run my daily routine lately i don't know what to start with i'm losing my time management skills and I can't concentrate in writings which I was prefect at, i get easily distracted like at work the treatment area ""the gym"" is open for all the patient I forget about my patient I start to look around at the other patients     i feel like i'm prisoner of my mood swinging i'm really tired i'm so tired and exhausted of it..   i know it's typical kind of feelings to feel in this age especially when you about to make critical decisions in your life..but honestly it's so hard and I don't know if I'm really mentally ill and I need help again, or just I'm making it up because I want attention or trying to find excuses for myself to be ""lazy"". please help me..      Sorry about the grammar or spilling mistakes",6.  DEPENDENCE / INCOMPETENCE (DI),5,True
3Y3CZJSZ9KTFNNXOY6PRII075HFR52,"<p>Hello</p><p></p><p>&#160;</p><p></p><p>I am 23 years of age. I am severely suffering from some unknown disease. I often feel like I am good at nothing. I avoid talking to people because I think I would sound stupid to them and they even won’t listen to me because I am stupid. I don’t have any friends to talk to. I don’t have any hobby. I don’t have any gf to talk to. I feel like I am worst and no girl would even talk a stupid guy like me. I also feel that no one will ever marry me because I am the dumbest guy on the earth I often wonder why I feel like jumping from a tall building or running railway. I know that I won’t do [b]suicide[/b] for sure( Trust me I wont) but still occurrence of [b]suicidal[/b] thoughts in mind out of nowhere is really irritating me. I know that it can be attributed to a mental state of severe depression. To pacify these feelings, I prefer to eat a lot and sleep (the only time when I don’t think of all this s**t).</p><p></p><p>&#160;&#160;&#160;&#160;&#160;&#160; I have constant headache and eye pains. I feel tensed to talk to my classmates because I feel I may sound stupid to them. I am caught in this vicious circle since last month and I often cry a lot almost every day.&#160; The conditions are worsening day by day. I also get tensed while doing smallest of the things.(Example:1. I feel very tensed while I am in ATM because I am worried about whether money will come out or not!!)</p><p></p><p>&#160;&#160;&#160;&#160; I haven’t share this with anyone as I know I have no one who will listen to my sad story. I also don’t want to bother my parents. They want me to make them proud which in turn is not being possible as I am unable to deliver to their expectations. They are very careerist and want me to be on top always . It is not getting possible for me to stand up to their expectations. I don’t want any words of sympathy from anyone because I don’t expect them either from anyone. &#160;I can’t tolerate this anymore. I please help me out.</p>",6.  DEPENDENCE / INCOMPETENCE (DI),7,True
373L46LKP7617IZEXOKOIGXYSQGJKN,"<p>Please help, I came of sertraline just over 2 weeks ago as it literally destroyed me, I was [b]suicidal[/b] amd now facing criminal charges for something very stupid I did. I really did go crazy taking it. My doctor has changed me onto Prozac so have been on that since. I&#39;m starting to feel severely depressed again amd [b]suicidal[/b] thoughts creeping back in, also starting to be irrational and impulsive again, this is how it started with sertraline and I&#39;m terrified. I went on a mission to destroy my life on sertraline and I&#39;m headed that way again. </p><p>Please has anyone had these bad side effects? I don&#39;t have enough people in my life to support me through it they just don&#39;t understand and almost lost my boyfriend because of it.</p>",6.  DEPENDENCE / INCOMPETENCE (DI),6,True
39HYCOOPKOLJUKZP84BTUVUPCBEMDH,"Im a 22 year old girl.I have a problem whith anger and anxiety.When i get angry i cant controll my self, i cry,yell and hit myself as hard as i can.I tried to talk to my parents but theyre not that suportive eather.my fiance in the other hand seems very kind and loving but when i get all these crises,he just gets anoyed and makes it worse,because i feel abandoned from the most important person in my life.I wanted to go to a shrink but i live in a town where everyone knows everything and to be honest im ambarrased of it,people thinking that im crazy or something.I dont have anyone to talk to.These crises hapen very often,sometimes twice a month,i started taking sleeping pills a lot ,i even tried to end my life.I dont really know what kind of condition is this but is hurting me and the people around me.Last night it happend the same thing and my fiance told me that he is sick of this thing and told me to take carr of my self vecause i have problems.I font know what to do,please if someone had the same excperience,id be very thangul to talk to..",6.  DEPENDENCE / INCOMPETENCE (DI),5,True
32ZCLEW0BZK2I9WUAGPWEXJXM0MJPO,i lost my job today due to my attendance ive been ill for a whle then i dont go in cos i cant drag myself to work on my s**t days and now ive no job my life is just caving in i feel so s**t all the time what am i supposed to do now i cant keep a job i live on my own and cant live off benefits forever whats going on?,6.  DEPENDENCE / INCOMPETENCE (DI),6,True
3LXX8KJXPW9VRX7K94L40304GQEO9H,"Why do I feel so alone?      I know it's part of my depression and anxiety and everything in between. I know that logically.      I know logically there are so many people out there suffering as much and more than me.      I just feel so alone.      I lie awake every night with people around me, my beautiful boyfriend is right there. I know I have it better than most but I just feel so alone.      I feel guilty for feeling this way.      I feel boring for feeling this way.      I know I have much more to give I just can't seem to do it?      I'm constantly reminded of how much I should be doing or giving, from family and friends, it's like they just don't get it.      I was supposed to go to Oxford or Cambridge, I've been told this since first school.      But I just can't.      I can barely get dressed.      I just feel so alone.       I don't know what to do anymore.      I've tried everything, so many antidepressants, CBT, counselling, psychiatry, psychologists... I just feel I am lost.      I am scared and lonely and tired. And even more scared of being scared and lonely and tired for much longer.      I just want it to stop.",13. SELF-SACRIFICE (SS),3,False
3LVTFB9DE5IDRJ782NJIHPHRZ4RGQ8,"I've been trying so hard to live what appears to be a normal, semi productive life. But, it's too much! I'm doing the bare minimum, as in...nothing right now and it's still too much to do the smallest of things!!      I am so sick of depression making every silly little thing become the hardest, biggest mountain to climb! I was given an opportunity and as always I mess it all up, let myself down, my family. All because I always let the depression get on top of me and stop me from doing..well, anything. And even when I try it's not enough, none of it seems to matter. It's just never enough.       I haven't slept for days, I'm stuck in a really bad mindset. Fed up. There is quite literally nothing that I actually want from life, nothing at all. So why live it?       I felt momentary relief as I have been looking after a family member's puppy and he is lovely. It felt nice to be needed and wanted by something. But all the 'high' points or the 'ups' are not what they appear. They are only distractions from something that is unmoving and unrelenting.       Supposed to be seeing my GP today about PTSD counselling. I have no interest in seeing anyone, don't want to leave the house today and not even interested in trying counselling again. Sick of taking antidepressants as well. None of it makes the slightest difference, life will always and only be one big joke.       Rant over!!!",13. SELF-SACRIFICE (SS),3,False
36GJS3V78VQW5W3V7XZ9KO55L9ZGJH,"<p>Act like nothing phases me but it really does </p><p>Act like I don&#39;t care but I just want to be loved </p><p>Act like I&#39;m ok, keep putting a front on </p><p>But truth is I just don&#39;t feel like I belong </p><p>Feel like an outsider no matter who I&#39;m with</p><p>To just feel a part of something, anything I&#39;d give !</p><p>But now it&#39;s just too much for me now it&#39;s just too late </p><p>This world is just so horrible, myself I just hate! </p><p>So guess this is my goodbye I&#39;m sorry to have to say </p><p>But these feelings and emotions just aren&#39;t going away </p><p>No matter how hard I try, no matter who I ask for help </p><p>I&#39;m always going to be alone, I&#39;m always by myself ??</p><p></p>",13. SELF-SACRIFICE (SS),5,True
3FHTJGYT8N0SR76T2A4THKRHU85GPH,"So my mom figured out a few weeks ago that I am fairly depressed, and this is a bad thing because now she has my younger sister every day do 1 or 2 things like hug me and say she loves me or something like that, and my mother will go out of her way to try and make sure she I know she loves me and needs me like telling me how she wouldn't have survived the first four years after my younger sister was born without me. Now this might sound good and on the surface it seems like a good thing to do, but it just makes me more depressed because I can't help but see this as them trying to make me feel loved, and if they need to make me feel loved my twisted brain rationalizes that means I must not feel loved so I'm probably not, and I know that's not true but I keep feeling that like its all an act whenever they do anything nice for me. I didn't think it was to bad though until I got a text from one of my older sisters continuing a conversation we had been having a while ago, and it instantly made me depressed a bit cause I suddenly felt like my mom was just having her talk to to to keep me occupied so I would feel relevant, and ik that's crazy but now whenever anyone who might possibly know I'm depressed does or says something nice it makes me feel bad,like they are being fatortu make me feel better, probably just so they can feel like they did something good that day. Also whenever my mom tells me how important I am to her it makes it worse cause ik she suffers depression and has tried to kill herself multiple times. So that makes it so if I get bad enough that I even think about killing myself I feel selfish because I know it would break her if I died, so I feel bad for even thinking of ending it and it is a vicious cycle I get more depressed and think maybe it's the world being selfish if they won't let me kill myself, then I feel like I'm just being an entitled brat and this is sure to get better later, so I feel worse and worse. And then my chest ends up hurting so bad from all the emotions that I want to die because the pain is so overwhelming, so then I do self harm (sanding my arm will it looses large patches of skin and bleads, or burning myself over open flames, sometimes just ramming my shoulders against street polles till they bruse and blead) and all the while the pain helps dull the emotional pain, but what's real Scarry is that I can do all these things, the emotional pain is so bad that the pain of these things is akin to a paper cut when compared to a nail through the foot. And so I think what's most scary is that I don't remember to lain very well after it subsides, my only frame of how bad it is it that I can do these things and forget I'm even doing them cause the pain they cause is so un noticeable compared to the others. I feel like I should see a counselor, but I have this deep fear that I can't shake that if I tell a counselor the things I feel and know they will 1 day make it back to my family. My family is religious and in a trans girl,but I can't come out to them they wouldn't accept me, and I have lots of friends at school that I trust with my life, and I know the chances of them interacting with my family are almost 0 especially if I don't want them to, but I can't tell any of them I'm trans because there is that slight chance that my family will learn they have my secrets and torture them for information or something. Basically I have learned over the past  days that I'm really paranoid and need help but will probably always be to frightened/paranoid to speak it. Thanks for reading, maybe it will help to get this off my chest.",13. SELF-SACRIFICE (SS),5,True
39WSF6KUV2LCMTY1HF1QSH1F7NUEOH,"<p>I&#39;ve been feeling depressed for a while now. Life has become unbearable and recently I have had a constant responsibility of being there for a suicidal person - talking them out of killing themselves has become a nightly thing. I care deeply about this person, and I want to keep helping them, but I&#39;m constantly so mentallt drained and tired that I find it difficult and I&#39;m afraid it&#39;s driving them away from me. I don&#39;t feel like I can deal with living any more, and I honestly feel like death is the only solution to my situation - yet I can&#39;t, because someone else&#39;s life practically depends on mine. I&#39;ve resorted to self harm, but this gives little relief as it&#39;s only temporary. I know I need help and I want help but it&#39;s difficult to reach out because the people around me have such stigma about mental health etc. I don&#39;t know what to do and it&#39;s killing me. Help?</p>",13. SELF-SACRIFICE (SS),6,True
